RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21
11691,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,190737,190795,190607,190273,189882,189878,189724,189836,189085,188721,187935,188460,189222,190254,190933,192089,193264,194125,194892,195760,197820,200297,203212,204536,204848,204587,205270,205227,205627,205814,206768,207111,207822,207271,207320,207482,208962,210011,210344,211408,212812,214941,217464,220149,222420,224469,226329,227587,229062,231692,236303,240309,242978,244745,245620,247389,250120,253145,255688,256818,257843,258348,258813,259973,262466,265314,269022,271798,272344,273452,275428,281938,287594,292515,294878,296643,298311,301401,305537,309928,312908,314379,315530,315962,316710,318130,320473,322621,323743,321855,317521,313397,314692,318730,322639,323841,326217,328943,331605,334377,338338,346116,353688,361823,367733,373990,381273,387837,393398,396811,402525,410142,417963,422718,428909,433615,438516,443010,448891,456984,463246,470646,477003,481560,484807,487495,489638,493407,495874,493290,485751,478559,474794,474402,472527,469413,466880,464411,463439,460779,458935,459060,460816,462204,462954,460239,455873,452902,449140,446953,443000,439147,434281,430913,425903,420876,414950,411805,409848,404725,400040,394495,391555,388459,385590,381222,379595,378578,376533,372303,368160,368494,367779,368225,367011,367534,371013,375522,378536,377405,376490,375523,376323,375753,375638,373309,370938,369140,364207,357336,351022,348832,350210,351773,351877,350411,350798,352760,354579,353195,351424,350902,349798,349501,347669,346784,345410,343957,341933,339831,338491,338881,339330,343128,347412,350369,349538,348237,348135,350179,351227,352261,352605,354141,357575,356485,355622,353935,355863,357696,360115,362860,365857,367854,370507,372598,373846,376389,378216,382918,386876,392387,396440,398760,400861,404422,408547,411319,413374,415885,419798,422176,424783,425745,427455,430310,434910,438417,440947,442765,446681,450835,455711,458121,460984,463342,466966,470453,473816,477763,480842,486662,491431,496383,497847,501293,504562,508998,511895,514179,516763,520226,521514,521567,518987,520054,521639,523709,524913,526948,529650,532060,533116,534033,537236,540133,545108,547107,550276,552684,555774,557838,559919
10306,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,186593,185617,185073,184145,183764,183353,183030,182484,182128,181657,181721,181794,181977,182758,183639,184508,184463,184965,185503,186728,187578,188798,189569,190751,192030,192895,193375,193449,194432,195023,195839,196578,198000,199488,200981,201979,202750,203627,205040,206882,208506,210221,211901,213422,214797,216200,217284,218905,220939,224107,227264,230652,234441,237976,241350,243604,246192,248717,252601,255608,258763,260922,263400,265437,266444,268464,270675,274701,277924,280787,283424,286565,289296,291693,293663,295995,298987,301622,304803,307360,310787,314557,317671,320594,324234,328449,333158,337672,342379,346741,350037,353845,356639,360033,362930,366850,369738,373020,375686,378559,381312,384405,388285,391318,394745,397959,402319,406565,411627,416755,422253,427177,431861,436393,441530,447311,453599,459500,464652,468864,472428,475537,478604,481939,485189,488339,489858,490758,491278,492328,492764,493067,492339,490657,488593,487463,486681,485697,484924,484227,482680,479871,478058,476442,476439,476792,476672,474509,471168,467633,464233,461413,458427,455661,451939,448729,444924,441693,438378,436529,435713,434577,433615,431640,432011,433483,434818,435509,435316,434827,435167,435378,435392,436103,436909,439089,439933,439685,439518,439121,439648,439712,438878,436790,434737,432327,429749,425714,420856,417128,415007,412842,411217,409722,409767,409366,408958,408963,409341,409793,410952,411124,410765,410657,410620,410843,410394,411824,413268,414401,414982,415934,417297,419192,420705,422608,424139,425732,426512,426836,427097,428062,429125,430684,430995,430781,430327,430814,430891,431236,432113,433292,434593,435360,436740,438403,441615,444965,448093,449163,450898,453222,456263,459551,461962,464706,467113,469838,472246,474662,477945,482845,487761,491448,494735,498947,505125,511698,518683,525183,530631,536001,541219,546507,551928,558117,565266,569837,573463,575047,576168,576264,578527,582239,585517,586809,586813,586879,584342,582031,580324,579918,580218,579605,580639,579434,577891,576124,575564,575009,575303,576690,577761,578655,579140,580888,580663,581513,582903,585391,587653,589873,592587
10010,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,190603,191518,192822,195174,197502,199456,200986,201841,202939,203624,204193,204727,205417,207292,208720,210525,211638,212507,214151,217712,221103,224771,227841,231148,234662,236539,238143,238573,240558,244255,247400,248220,248479,249926,253869,257515,261040,263951,267478,271493,275076,278251,282484,288935,296203,301743,304042,306189,307172,310537,314091,319455,325251,331186,336781,339877,342031,345105,350189,356348,362202,368405,374841,381005,385660,388531,392169,398502,406955,414180,421263,427197,435887,443119,449663,454383,458260,461630,463666,466153,470973,476295,481519,485711,489715,493555,496719,500912,507955,520610,533410,540135,536705,533107,532306,536386,537627,540985,545818,554644,560368,561957,563963,573614,592151,609432,620855,625125,633060,640118,651757,657587,666088,675136,686702,697553,708297,723963,738974,751568,764221,774999,780969,780578,784689,793238,797595,793067,777738,762036,753710,761294,764133,765818,760490,763114,764728,759204,757185,753907,758679,762426,764652,764716,764361,768091,769175,767188,755285,749421,743015,746234,748003,748135,745566,734936,720674,701859,693448,691834,695389,689702,676915,659872,645042,632500,626598,620897,623572,624844,625919,624111,621840,626134,636096,645923,654130,660341,661080,662277,660853,666007,670244,673219,674271,674874,674946,677078,679496,681301,685102,689236,692216,691073,688636,687176,690384,694589,697527,698631,699545,704957,705754,707149,711083,718673,726184,732168,735779,736563,742111,750123,760318,765543,773689,783709,792532,800506,810418,821065,833628,847360,855707,863899,871039,880963,888814,896604,910907,924425,933067,938100,941965,948496,955586,963223,968400,973130,979010,981424,973714,962443,954748,952134,951376,952488,955391,959500,960773,960690,956380,954799,953901,954195,954145,957464,958218,949344,935933,917030,905037,893921,889935,882254,879318,882675,889589,889769,883235,882967,887224,891929,894756,900007,909198,922335,928988,932254,927191,918496,913793,904081,897767,890734,882571,877576,875404,885196,884230,868823,848108,840402,838116,836712,831336,827169,824009,817977,807780,789100,779744,781066,789052
10469,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,207454,206645,206286,205485,205204,204820,204255,203639,203278,203385,203127,202893,202283,202853,203178,203917,203868,204370,205568,206926,208177,208717,210165,211691,213884,214764,215665,215919,216547,216814,216648,216947,217178,217978,218371,218883,219409,220200,221392,222734,224633,226581,228649,230059,231602,232934,234351,235939,237474,239525,241092,243031,244453,246260,248146,250277,252213,253905,255651,255921,257233,258032,260299,261200,262630,264290,266032,267186,268054,269307,271000,274564,276494,278626,279105,281263,283986,288218,292011,294719,296041,297801,300037,301527,303699,305505,307569,308496,308849,305853,305259,306231,310140,311533,312144,314375,317265,320879,324849,330236,335247,340893,342766,346112,348753,355448,362560,366992,370248,372594,377369,382288,386514,390870,397656,404015,412153,418369,423127,428664,434725,443715,448653,451242,453663,457791,462986,467553,470202,471493,473877,477123,479848,479301,480966,485349,491175,494073,494235,493263,491913,491237,489479,486899,484145,482359,478567,474734,471227,470848,469199,466241,461391,453924,447457,440878,437143,430257,425629,419998,416350,411623,406872,402570,397534,398435,399005,400798,397815,397133,391693,384526,374303,364841,358006,353162,352523,348900,343778,335943,332549,331451,334494,336319,337355,339890,343744,347009,346662,346101,347228,351303,352177,354317,355428,360283,364063,364204,362500,360336,360979,360087,361852,363843,367176,363534,360298,357896,359572,363271,364623,366812,368127,373170,375059,374064,373604,377333,381966,382076,380096,376554,375737,376714,376970,376794,374952,376189,377740,378820,377774,380262,383717,388323,392320,393228,394266,393022,394720,396467,395519,394178,394238,395159,396428,397588,398546,399010,400467,403245,407336,409737,413153,417462,419032,419533,419114,421717,425293,429017,433244,436770,438175,439038,440986,442899,448397,452646,458376,460462,462958,467626,471599,474444,477206,480275,484257,488441,493816,498051,500438,501353,502499,502899,502455,505190,506702,511161,514366,518188,517605,517789,518799,523111,526729,529670,533463,535436,538951,540253,541943,543174,546664
10312,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,183188,182758,182354,181672,181193,181076,181124,181162,181266,181593,182150,182747,183137,183869,184748,185782,186369,186759,187186,187649,187924,187936,188379,188914,189919,190246,190673,190923,191844,192585,193017,193929,195441,197427,198369,199156,199822,201185,202644,204215,205724,207399,209707,211722,213430,214644,216121,218426,221042,224152,226917,229861,233277,236577,239557,241328,243572,245800,249585,252331,255218,257152,259847,262714,264534,267310,270036,274194,277566,281101,283855,286796,289401,292521,295002,297261,299559,301310,303494,305783,308887,312252,315424,318686,321783,324639,328089,331810,336431,340670,344446,348199,351339,354411,356973,360203,363871,367485,370678,373267,376052,379297,383016,386040,388896,391905,395692,399796,403906,409030,414145,420055,425021,429874,434692,440057,445833,451741,457695,462715,466810,469951,473179,475696,477794,480038,481612,483223,484780,485673,485069,484169,483722,482650,481126,479750,479599,478927,478436,477442,475871,473956,472776,471205,470124,469721,469471,468063,465538,463170,460455,457959,454950,452044,448864,446873,444461,441782,438152,435997,434517,433216,432273,431037,431437,432816,434238,434878,434835,434588,435894,436838,437154,436805,437059,438537,439534,438709,437656,436704,436574,436517,435403,434165,433512,432821,431150,427457,423497,420984,419772,418435,417499,417254,417168,415846,414471,414114,413824,413550,413442,413279,412873,412307,411628,410390,409994,411230,412803,413939,415414,417933,420419,423279,425783,428416,430537,432536,434296,435809,436683,437225,437809,438996,439971,439673,438796,438567,438369,438850,439318,439918,440550,441926,443697,444998,446490,448612,451398,453823,456416,459447,461662,464701,467590,470777,473613,477038,480673,484167,487671,492091,496454,499444,503183,507239,512047,516987,521906,526703,530386,534625,538719,542169,546373,551648,557898,561349,564358,564869,565430,565127,567509,570302,573177,574819,575795,575914,573725,571600,570825,571030,571951,571263,572834,571716,571147,568793,568153,568569,569785,572330,573017,574509,575425,577938,577689,579178,580299,583523,585704,587359,589337
10461,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,209959,209071,207877,205751,204171,203505,203486,203225,202250,200828,199118,198509,198694,199839,201396,202990,204226,204900,205344,206439,208003,210539,213514,215891,216974,216717,216529,217020,217702,217863,217584,217578,219184,220725,222793,223654,225350,226757,228127,228889,229815,231325,233179,234489,235563,236598,237661,238757,239387,241406,243750,247328,250342,254039,257216,260912,262937,265398,267269,270353,273509,275749,277874,278605,280230,281748,283908,285435,287756,289778,292277,294000,295197,296637,298097,300640,303377,307590,311387,314348,316026,318087,320315,322317,324802,327226,329220,330199,331291,328911,329187,330287,333751,334679,335867,339120,343137,346679,350293,355175,359598,364641,365179,366949,368954,375807,382390,386120,388908,392815,399827,405882,410036,414780,422998,431200,439250,443868,447900,452983,457608,462712,463406,465243,467692,471087,473784,476760,479268,481883,484013,487535,491429,493346,496678,499537,505076,507911,508985,507818,507276,506877,507152,504506,500626,496976,492610,489648,484679,482748,480386,477355,472800,465186,457874,451880,449493,445102,441546,436574,434768,432274,429258,426693,421490,422460,421901,422867,418745,416697,410019,401891,391129,380704,372575,365996,364317,360298,356954,350668,348693,348099,353328,356974,359506,363123,368009,373063,373951,374514,376167,381055,382777,384359,383288,385710,386657,385274,383100,379562,379444,375951,373550,371041,371103,367570,363907,361564,363350,366185,365530,366223,365919,370347,372471,371277,369485,371077,375392,375725,373880,371196,371237,372927,373698,374431,373570,375882,378306,380387,379780,382346,385607,389564,392916,392871,393536,391343,392570,393757,393168,391216,389779,390118,391231,392810,394959,397291,399774,404619,410893,416450,419828,424111,425758,426289,426005,427967,431154,434454,439998,442932,441372,438731,441487,445345,453069,457958,464705,468368,470082,473746,474431,476698,481157,486071,490530,494714,499737,503921,505251,506125,508149,509949,511554,516766,519191,524860,528282,533902,535155,537838,541082,546831,552210,556392,561575,563269,566934,567877,569626,569370,571182
10022,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,178321,177844,177852,177561,178166,178707,179293,179449,179850,180198,180429,181080,182517,184821,186617,188545,189259,190170,190482,191606,192246,193724,195786,197376,197901,197562,198059,199052,200370,201852,204599,207527,211153,213772,215901,218117,220540,223241,225280,226745,228620,230912,233560,235899,238094,240446,243136,245754,248471,251887,255398,259671,263636,267810,271793,276010,279871,283835,288087,293083,298210,302612,307952,312864,317733,320919,323163,325803,329746,334530,338866,343131,347714,352904,357169,361272,364515,367202,368565,370033,372247,375725,379966,383788,387344,391119,395065,399566,405582,415426,428650,439223,444692,445790,447800,451494,454330,456719,458366,462506,465983,468555,471750,478919,491990,503800,511939,515659,522031,529650,542548,553036,562537,571080,577952,585605,589191,600503,613366,627241,642031,653172,659350,657536,661577,669650,676201,677055,674956,671162,669095,674590,673804,673362,668012,669310,670542,666010,667075,665346,665881,663852,659595,657586,657948,664303,668714,673521,669828,669920,664371,666620,672915,680841,690361,685176,675203,656423,651319,650906,654488,649238,638854,626914,615430,604942,597250,596792,602948,612277,614107,612357,608078,610840,621176,628844,634981,639013,645291,650400,655715,661156,669148,674630,682947,689851,696311,703909,711784,716558,719721,721114,716951,710865,700855,699305,698758,700245,698122,695817,693341,700618,698535,700691,702479,709863,717684,720509,721389,721750,725022,731909,737409,733127,734922,736211,744586,750094,760443,768687,778668,785275,792401,798504,806533,815597,822288,827573,835899,846289,852964,858881,862837,871181,873854,874956,873272,876235,880974,883710,881268,878577,878463,882048,885301,887948,887658,886767,882421,878051,873502,875932,877319,870576,855953,837539,824233,812976,813910,815202,824717,832554,836201,833258,828232,835045,845791,856132,861287,863378,865118,870231,875925,880349,891755,889359,886757,875865,881173,890367,898728,900690,903093,902206,898930,890916,889681,905169,917494,923433,912323,902955,894565,893742,889798,886304,882500,882921,875477,862796,852432,848229,848107
11106,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,84352,84267,84402,84721,85239,85595,85702,85741,85861,86206,86608,87090,87576,88501,89475,90012,90136,90424,91358,92447,93373,94341,95102,95810,96382,96705,96671,96992,97587,98529,98963,99541,100440,100956,101625,102151,102792,102972,103407,104202,105377,106318,107622,108615,109229,109424,110020,111139,112975,115689,118540,120715,122207,123581,125037,126337,128058,130192,132593,134125,134869,135709,137181,139396,141217,142720,144170,146287,147772,149579,150298,152353,154518,155247,154521,153204,153568,154829,156065,157413,158550,159273,160213,160756,161614,162560,164013,165249,165737,165787,165247,164194,163663,163487,163687,164250,164560,165976,166649,168239,169998,173054,176463,179700,183253,187309,192613,195971,199806,202243,206953,211260,215307,217421,220309,223097,225813,228767,231849,236393,239129,242139,244039,245677,247572,249480,251528,254429,257174,255441,250727,246487,246101,247370,247827,247380,247159,247078,247070,246611,245821,248033,250086,253606,255072,256459,257792,260136,261640,262672,261836,260977,260461,260997,263117,261986,260547,258422,257480,256034,253185,249977,248085,245924,244329,241582,238763,236240,233610,232095,228747,226115,225860,229040,231427,233898,234512,236343,237328,239969,242086,242428,244447,245458,245575,242534,240716,239553,240336,239224,239124,237412,237279,237148,237086,238097,239623,241827,243436,244560,244924,245630,247137,249557,251309,252679,253651,255383,257340,259883,261095,263268,264827,268308,269290,270720,271981,275058,278947,281614,284386,285988,289837,291921,296692,300234,308191,313836,319241,322999,326377,330779,333323,337754,341975,347514,351849,356576,357921,362842,368975,377127,384571,391494,399543,404786,408743,414095,417449,420720,423032,427002,429097,432663,436201,437900,438165,440987,445849,449607,454165,457591,464217,465266,469101,467116,467460,471135,478330,483950,486553,486031,486781,488334,490452,492852,493936,498609,502702,502312,499348,496939,498319,501831,503160,503892,501634,501271,499137,499247,497320,498448,497380,497762,496444,495251,494990,495089,496560,497703,500375,500917,502911
11222,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330806,333898,334920,336349,338123,340083,344901,346323,349274,351426,357267,365381,375459,383027,392337,403663,414813,427267,438993,458405,473706,487048,494141,498470,503402,509481,515120,520759,527799,534229,533047,530674,532232,542545,551408,556896,554451,552974,550236,550437,549879,549155,551790,551593,552705,550786,553322,559862,569279,576005,582300,584100,587228,586480,588764,589139,588294,583410,576154,568403,562214,558732,556950,555974,550867,545944,537734,531557,523068,518526,512119,508435,505098,503194,501662,502632,507857,516121,521425,525433,528940,532527,539325,542549,544323,541762,540621,536626,533073,530278,536190,540833,546643,547166,548875,550926,556215,564881,569924,575944,578925,579874,577415,579449,583098,589814,594151,601283,606227,611955,620796,630963,642683,654385,666516,677649,690896,706662,724039,736103,746420,752264,759983,769893,781987,796490,807128,816427,825004,835045,845028,855935,869416,884028,896691,905699,918624,930191,948126,964306,975502,978980,980210,987557,996325,1008773,1018937,1027567,1026122,1021429,1013550,1010915,1012998,1018507,1022750,1023319,1022451,1017850,1015617,1014612,1017104,1021084,1023656,1026312,1026773,1027136,1028867,1030466,1033824,1038789,1038388,1039743,1039950,1043462,1045499,1044209,1042889,1045744,1046857,1048336,1043058,1041858,1046111,1049900,1053645,1052040,1052710,1050654,1052408,1050415,1049505,1046168,1047589,1046087,1040605,1035794,1035378,1040042,1042183,1046217,1047223,1049066,1050407,1053137,1054717,1056040,1058446,1059810,1057602,1052987,1049158
11432,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,192777,192692,193172,193647,194195,194256,194294,194365,194769,195127,195486,195401,195887,196719,197594,198276,198740,199764,200942,202098,202789,203764,205048,206880,208243,209418,209615,209758,210418,211454,212249,213238,214361,215591,216528,218047,219167,220152,221371,223663,225718,227934,230931,233808,236868,239079,241308,242889,244680,247516,251223,254997,258613,261395,263522,266076,268763,272090,274402,276841,279409,282303,285471,288457,291710,295036,298691,301728,303892,306452,311327,316623,321865,324914,326551,327307,328172,331087,335104,339482,343281,345527,346395,347261,348311,350475,352729,355170,357243,357258,354441,351663,351291,353314,355433,356701,358694,360980,364326,367907,371585,377045,382872,388699,392898,398069,405167,411530,416883,421044,425223,431139,436764,442252,449560,456578,463907,470624,478421,488399,496250,503657,507591,510656,514303,519106,522401,525840,528505,525387,516653,508432,505020,505288,509866,511435,513884,509571,508086,505272,504542,505945,507584,509223,507897,505528,499459,494903,488366,484206,478755,473863,467213,462724,458507,452955,446845,440010,435823,431228,426881,422201,417925,414159,411648,407692,407521,406986,407359,405802,403656,402910,402593,405749,407318,409845,411056,413405,411689,409778,409288,411236,413062,412397,411904,409058,407440,405962,406157,405893,405457,406186,405746,405595,405061,406241,407518,409843,412216,413191,412690,413036,415753,418886,420486,421472,422907,425633,429760,433446,436312,438279,440934,443709,446212,447555,451405,455615,460428,463109,463977,464178,465969,469451,473856,476739,480041,483442,486157,488422,491003,495508,499528,504479,507365,511806,514783,518187,520104,522953,525702,528486,530461,533018,536654,540012,544742,546931,549566,551692,555972,560325,565638,570379,575332,576741,578624,580693,582609,586409,590532,596592,600081,602186,603214,605097,607309,613181,618919,624204,628453,631897,635679,637416,638969,641622,643531,645951,647625,648198,648558,650079,650857,649772,644476,642504,641234,640609,641113,642402,644097,644098,643542,642963,643341,645080,649629,652243,654853,656751,658349,659049,659868
10475,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,164938,164059,162914,160952,159379,158574,158651,159667,160070,161275,161596,162804,164135,166152,168534,170113,170757,170995,170680,169628,169857,168277,168449,167274,166613,164896,163487,163580,164682,165237,164738,163992,163264,164239,164775,165935,166335,167281,168037,168818,170342,172148,175312,177740,179282,180230,181866,183865,186134,188067,191118,194089,195635,196492,195753,195701,196724,198393,199280,198819,199263,200483,200852,199704,199385,200115,202422,204455,205771,206646,207689,209910,210557,211150,211374,213093,215176,218108,220723,222428,223674,225555,227605,229014,230493,231966,233261,234579,234354,232160,230796,231205,232315,231938,232200,234279,237356,239740,243946,248436,254448,259608,261263,262905,265346,269263,272125,272103,273119,273263,274087,274496,276207,278484,284120,287594,292227,296003,300899,306241,309899,316098,318925,321353,319686,320529,320777,323878,325562,329195,331431,334922,336200,335546,335939,337391,340922,341904,341939,341566,340792,337046,332107,326825,325052,324613,323462,321924,321349,322727,323154,320830,317217,312413,310316,307266,304697,299981,297050,294073,290240,285302,281140,278106,275254,277163,278012,280351,278996,279318,276601,272369,267495,263327,259570,256550,254599,250707,246188,240803,238610,237624,239198,241205,242665,245250,248755,252031,254744,256603,259250,262518,265071,267729,269297,271255,273262,272394,271254,270969,271832,272370,274460,276621,278116,274949,273169,273326,275226,278607,280309,282390,283805,287118,287302,286405,286118,290110,294312,295896,296056,294488,293149,291995,291112,291176,291463,293715,295825,296535,296229,296420,298161,300439,303948,305432,306469,303475,303098,301736,301303,300192,299792,300492,301026,302048,302693,303201,303116,305702,307821,310569,311880,314798,315763,316498,316097,317735,319996,323083,328412,333207,336971,339321,341897,343408,345928,348740,352595,355776,358989,362137,363640,363899,365848,368470,371052,374992,380529,385465,388835,389819,392722,395303,398183,400729,401240,402724,406243,409649,410420,409688,410290,413130,414158,415095,415977,417641,420117,421643,421466,420704,420856
11217,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,186319,187572,187702,188707,188522,188569,190133,191810,193808,193774,194245,194909,195979,196603,198207,199365,202472,204296,204078,203361,203327,205916,207188,208779,210576,212008,213083,214947,216813,220968,224804,229976,232700,236304,241415,245909,250682,256525,262119,266114,269881,272934,276778,279081,283735,288977,294611,299736,300699,299761,299295,301800,303851,305986,310952,317921,325566,330594,334015,339015,347030,356330,365597,374428,385392,396496,401531,403346,404261,409347,416852,423680,433068,443531,452908,459061,461177,462806,467441,476460,484306,490272,493129,496529,497695,499556,505192,513557,526393,538456,547006,547942,546734,544175,545711,546822,551881,554722,555471,553228,548741,544234,543125,545051,554398,565062,577880,588406,594546,600799,609343,618470,626149,633080,645319,660461,676851,690946,698469,704744,708332,713435,708546,712947,718876,729981,732280,732781,725237,719547,713510,714094,715034,715310,723000,724464,726986,724039,724142,726989,728197,731666,734358,734466,736277,736985,738176,736640,733174,733584,732786,730786,731525,730707,732241,732403,733302,732138,728710,723334,719350,712814,705752,698522,691453,686111,683169,683580,685720,691623,698777,708137,716665,723115,732151,736736,741007,740329,738044,732185,727767,723543,720897,715101,709232,706497,705714,708879,712587,719375,724006,729217,728063,724284,722526,727088,732631,735247,737179,740198,742011,742789,747944,755301,765830,777182,784215,789954,798671,814601,827220,836399,850288,867502,884374,897854,913067,930309,946582,960479,970249,978608,989449,1005364,1014486,1021462,1021666,1025248,1031357,1037976,1048322,1061584,1076506,1086146,1090192,1092230,1100783,1109966,1121004,1129454,1131465,1133358,1136193,1139173,1139659,1140919,1147985,1152379,1150292,1143307,1142413,1142978,1145871,1146588,1145436,1144371,1141495,1135888,1129748,1129947,1135787,1143843,1143423,1144814,1146441,1148111,1144089,1136481,1133418,1135432,1136821,1134065,1126199,1124486,1134276,1144039,1152151,1152972,1156851,1155636,1155609,1155814,1154727,1149484,1147691,1141326,1122539,1103390,1093950,1096860,1097344,1098003,1096548,1093139,1090354,1090594,1089036,1087074,1089869,1091869,1087088,1076214,1066458
