RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21
11372,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,91441,91620,92206,92909,93493,93668,93973,94245,94531,94951,95508,96115,96537,97155,97184,97274,97499,98267,98880,99423,100080,100712,101343,101943,102668,102927,103218,103729,104314,104942,105440,106314,106902,107343,107319,107231,107447,108493,109949,111410,112808,114296,115939,117113,118496,119530,121075,122795,124593,125920,127207,128193,129354,130274,131753,133484,135131,137129,138790,140480,141986,143487,144795,146372,148133,150019,151288,152794,154101,155496,157055,158664,160277,162502,165350,168213,169962,171625,173606,175588,177213,178421,179591,180872,182108,183004,183523,184145,185204,186095,186308,186448,187476,189515,191292,192922,194968,197178,199105,200533,202510,205977,209409,212748,215530,218489,222990,226571,230331,233241,236696,241401,245687,249215,253534,257954,262795,267667,272514,278623,282688,286387,288679,290410,292581,295111,297182,299062,300392,298239,293396,288233,286319,287234,290475,291967,293348,292620,293079,293402,293701,295394,296766,298015,297913,295693,292205,289453,286077,281160,276040,270623,266174,262160,260326,258928,256868,254330,251947,250018,248998,248799,248117,246669,245215,243983,244146,244297,244906,244872,243922,242802,241365,242966,243734,247050,249272,252781,251244,249865,247522,248863,250891,253272,255133,254562,255007,254378,254753,253508,254242,254339,255680,254328,252429,250922,250417,251363,251622,251615,252005,252721,254479,255573,256030,256622,258245,259606,261312,262018,263259,264175,264193,264342,264068,265845,268102,271348,274324,276663,277564,277767,278951,280737,283286,285395,288487,291278,296442,300887,304226,304439,305328,308444,310700,312540,313158,314904,316782,316986,312911,309296,306841,309105,311258,314372,318505,322015,325374,327492,329132,331584,335564,337656,340844,345802,351757,352914,351133,351756,354591,358916,362234,365403,369276,374127,379919,383165,385817,389028,392927,396546,399718,402061,404911,407504,410788,416204,416700,419106,419440,424650,427387,428050,426788,421681,418453,415123,413613,411835,413062,413587,412622,409477,408149,407472,407373,409662,410095,410307,408300,405045,401265
11218,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,157720,157303,157211,156823,156599,156175,156321,155707,155540,155062,155342,155062,155112,155879,156998,158172,159103,160378,160959,162504,163268,164512,165331,167322,168877,169083,168481,168009,168031,168063,168153,169008,170672,172554,173109,173525,174298,176315,177882,178987,180201,182310,185217,187496,189170,190736,193876,196372,198444,200181,203973,209413,214030,217795,219970,221648,223862,226829,229937,233503,237444,241377,243321,243913,245187,247026,250934,256032,260382,262834,264271,265361,266166,266349,266942,267899,267904,268470,269693,273039,275819,277621,278115,279417,281179,283668,287219,291461,296420,299676,297767,291010,283924,281316,282385,283709,286389,288209,289602,288286,289030,289908,294497,299063,308004,314980,322228,326804,328733,332307,338806,348469,355089,359370,365615,374102,382950,390001,394922,401639,407488,412359,409092,407815,408034,416113,420663,424543,422226,421785,418978,417803,418006,418683,423641,426177,429265,427586,426534,426709,426105,425917,426376,426590,428313,429562,432756,433893,433343,432293,429911,426651,425799,423326,422238,418996,414882,409261,403268,397854,393219,388616,384757,382674,380230,379486,378802,380285,382301,386100,384934,383639,382359,384844,389243,391473,393798,394123,393967,392530,390897,388910,392352,395551,398560,397480,396043,393763,392596,392237,392450,392176,392018,392902,393234,394614,395165,396609,397854,402109,405369,410043,414647,419711,422489,423453,424472,425153,427376,430261,432019,433185,435895,438934,442176,446784,454248,462212,467484,472666,477897,483150,489496,495683,499947,502325,503739,506925,511165,517194,523229,532293,541039,548978,554676,558058,564239,571435,580000,584472,585731,586871,590507,593217,594232,595358,597010,599077,600343,601663,606213,612472,618533,622079,625170,627204,631282,638878,648797,665805,677197,687021,685056,682500,682254,683006,686073,688858,692709,692425,691765,685772,685155,686322,694531,698581,701195,705707,709002,711885,710180,703692,696116,690250,691267,689727,686437,681540,676113,671250,668939,667425,665930,668098,670215,671556,666117,661433,656518,654238,652167,648273,642035
11223,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,194392,193176,193002,192680,193087,192931,192263,191813,192060,192236,192427,192732,194459,197281,199775,201049,201170,201683,202744,203927,204442,205767,207374,208942,208254,206993,205709,205582,206514,208302,210799,212870,214803,216194,217294,218592,220597,223015,224652,226208,227284,229565,232136,235289,238384,240506,242971,245296,247861,250025,253392,257008,261546,264674,267628,269339,271560,275154,279476,284119,288429,292791,296140,299514,302268,305363,308266,312666,317139,321304,324502,327639,331085,335732,340270,344161,345538,346938,348339,352283,355917,359894,361827,364139,365502,367552,370802,375920,382875,390107,394236,393020,390933,389356,392662,394267,400215,403664,407837,407423,409733,410230,415701,420174,427190,431890,438666,446925,450588,454487,459722,469071,475847,480404,484914,492236,503268,514346,519449,522614,526258,531781,529305,529344,529288,538584,543465,548239,544360,542648,538597,536739,533478,530099,531951,530641,530690,525156,522390,520185,515543,510680,507728,505683,506475,506761,509499,509497,507866,505291,501708,499308,500962,502234,503133,503621,501192,496293,489193,484903,482603,479937,476401,472411,470081,468803,470014,471019,474157,480221,480723,480934,479301,484250,491246,495554,497380,497138,495728,492763,489867,486704,491505,494777,498452,494838,490651,488089,487637,488312,488364,489890,490018,489526,486355,484961,484033,485169,487142,489722,490913,492037,494575,497402,501141,504513,507189,509139,511132,514393,517090,520771,526313,532159,536821,540310,544699,551049,558277,564868,570470,576151,581914,586469,588754,590782,592471,595324,598170,599643,600730,603914,610044,615854,620845,625364,631732,639175,646532,652426,655373,657945,661907,665581,667462,668288,669369,673178,675059,675763,677008,681129,688367,696281,702954,709396,714211,719360,724243,726474,732250,738300,746016,750293,753478,755682,756250,757600,761401,765996,768710,771728,772471,774634,774831,777383,778337,780545,782470,783249,783856,784372,786882,785796,783545,780846,779495,779315,780489,780091,780905,781534,783196,783852,784031,787307,791999,796492,800761,803860,807066,811412,815734
10021,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860653,855046,853886,849361,845060,833870,815994,797906,782556,770741,765678,763466,764554,762767,757461,752505,748261,753028,768707,783345,796306,805298,808254,808083,806413,811257,817877,820385,824278,828846,832026,840475,848240,854577,856757,858081,855203,851234,842360,841039,840647,842080,840964,838108,836463,842818,846638,852630,861251,872067,884869,890141,891492,892476,897076,905516,911061,911200,917982,926665,939095,945789,956127,966060,981530,994487,1005662,1013574,1022755,1031674,1033199,1034099,1039163,1053551,1063429,1069199,1070440,1072900,1075744,1078317,1080488,1083069,1088979,1092797,1086536,1080821,1077573,1081288,1078662,1075723,1074260,1074520,1073796,1073194,1073360,1076002,1078005,1064751,1048743,1038262,1042204,1049372,1050836,1047238,1044830,1043918,1041519,1035049,1028383,1038753,1047192,1050422,1045876,1037228,1024982,1013838,1000499,990339,980547,976868,977435,968370,968003,964961,964094,956596,955472,951880,952459,947178,957483,962960,973271,975708,973155,972359,971480,981157,989413,1000909,1011319,1026223,1030095,1037367,1040564,1054155,1069960
11225,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,107314,107291,107134,107176,107480,108198,108862,109775,110888,111917,112249,112254,112875,113905,115216,115725,115929,115677,115662,115523,115276,115322,116208,117645,118035,118225,118706,120460,122285,123683,124701,125439,126162,126850,128222,129368,131167,132554,133612,133927,134156,135364,137348,139411,141177,142678,143469,144912,145846,147674,149304,151544,153332,154845,156073,157505,158784,160153,161869,163668,165204,165534,165828,166118,167366,168167,169049,169581,171119,172571,173748,174303,175838,178482,180745,182195,182784,183547,184118,185359,186643,188484,190093,191849,192681,193670,195775,199171,203269,207555,210811,213301,213805,214269,215998,218905,224823,230363,236039,237915,239840,240722,244133,246803,252471,257263,262745,267473,268962,270982,273491,281178,287694,293190,299069,306041,314292,320786,324460,327043,330657,335863,336412,337493,339660,348142,352842,357889,358492,362793,367014,372299,376258,377324,382274,385413,389934,390539,394135,397591,399548,401274,403602,406774,409150,410952,414041,415006,413940,411968,407781,404854,402959,400081,396325,391452,387683,383943,377889,372338,366615,361786,358402,355332,353711,351184,350089,349477,350283,351815,353297,354347,356499,358584,361054,360753,359679,359748,359595,358079,355269,353525,354119,355477,355122,354243,351549,349517,349066,348647,349666,351164,354864,357692,359354,361483,365405,369375,374854,380642,385305,390615,395976,403728,408407,412042,414991,417194,420881,426419,433075,441628,451879,462357,469374,473890,478555,485112,492928,502690,509027,514293,521199,527924,532321,535260,541138,550729,564236,579472,591670,603965,619167,635644,645654,654853,666153,677009,687860,692205,695117,695021,697544,698297,696563,695359,695846,696668,697683,701164,703851,708371,711718,712265,717358,723242,730517,730938,733167,735543,737974,739189,738223,737233,734247,736448,734411,731129,728605,733806,743194,750850,752359,751862,754025,757941,764670,771799,778416,782457,784535,779268,770625,760147,762426,765212,763772,757585,754064,751857,752132,752293,753810,757225,760523,765619,763905,762598,763411,766777,767114,765232,762135
11208,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,177895,177150,176652,175708,175418,175121,175267,174421,174387,173810,174031,173355,173524,173982,174753,175355,175496,176262,176304,178605,178956,180595,180490,182935,184017,184998,185335,185697,185632,184743,184531,183452,184216,184561,186506,186532,186936,187722,189006,190846,192988,195519,197842,199269,200375,201104,201541,202222,203338,204632,206142,207602,209178,210512,211909,213164,213890,214327,214563,214889,215323,216099,218179,219908,221538,222206,222866,223823,225503,227876,231142,234791,238062,240045,237700,235446,233383,234575,235565,237137,237728,238357,238263,238803,239296,240829,244815,250316,256905,262606,267012,269472,271752,273316,275933,277827,282251,286095,290566,291452,291030,288783,289993,293271,300542,307890,316220,322760,326744,330790,336399,343172,349340,354161,359993,365686,371380,377329,380363,385678,388768,393956,392750,397609,402755,414240,419551,424292,424427,425381,425266,424461,426119,425993,431528,432972,436701,434706,434594,434402,433546,434570,437597,440598,443053,445213,447261,445775,443074,441210,440114,438891,437195,430681,420853,412042,404269,396007,385244,375520,365070,356793,350905,346954,343717,341204,343930,346706,349424,350721,352926,355828,358699,360007,360350,357868,356753,356289,353192,348852,345111,344699,345316,345547,345977,345880,343222,342493,340188,340320,337962,336613,334138,332357,331556,331536,331358,333076,336659,339543,341588,341690,344575,348252,351632,352176,349949,348591,350075,350282,351591,350855,353599,355835,359243,361572,365997,371596,377956,382173,382997,384252,383656,386450,387019,388864,388732,389387,389115,388512,388806,390614,394459,399142,404609,408720,413486,418334,423712,427113,428560,431337,435381,441206,444614,446936,446501,447511,448419,451522,455647,461810,470276,476049,479921,481138,485532,489549,495940,502631,509151,510958,509082,507429,506000,507337,507806,508790,508032,510398,516688,521852,525574,528911,532747,536220,537807,539502,541496,545049,549564,551125,549627,546207,545138,546566,548188,552392,556344,561027,565554,569491,574402,578754,583008,589136,594055,597917,601958,603720,606353,607575,608790
11101,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,206432,204566,203630,201174,198703,195826,193843,191894,190695,189703,189478,188141,185928,185021,183633,181168,178527,177241,176457,175855,174852,175719,175223,176705,177612,177626,177026,179474,182949,186034,187180,189077,190937,189611,189043,188124,191712,196050,202702,207088,211151,214200,217529,219584,221421,223669,228601,233757,236439,238335,238871,241211,242356,244677,247205,249750,251197,255363,257266,260185,263116,266558,268510,266693,267142,268505,271953,274977,279526,281822,283711,283380,283228,282353,284336,289367,293150,295373,297313,301073,305210,306673,309741,312198,314820,316236,316407,316821,316430,314331,308407,301978,294126,292599,290466,293065,293678,294826,294593,294131,296529,302469,308956,313402,317634,320858,326508,328256,332434,336767,344393,351471,354972,356531,360636,367446,375682,383234,387539,392579,394661,397407,398305,398873,402772,404822,407745,410189,413702,414712,412600,413627,419327,428146,435590,444636,452404,464071,473473,485639,493061,503439,512316,521607,523851,527694,533068,542117,550659,555531,558923,554864,555692,551420,556824,555783,561958,560478,559072,551176,541657,532724,526344,524000,521172,518295,514069,511363,508780,506163,501253,496590,494157,494307,494517,494248,494280,497462,498037,499109,498359,500075,505064,510262,515283,517977,521696,525475,528086,529446,530927,533200,535005,535959,534171,534378,534117,536777,538103,540634,543810,547882,552653,556494,559210,562385,568677,574857,584031,590561,597377,601775,606180,612147,619473,627560,638385,649997,661502,671819,678539,684170,690100,697389,707226,714665,720714,724548,729514,734398,738862,743428,749012,758381,765900,774239,778528,783566,788496,798303,801826,805730,805848,810553,814734,817274,822083,825908,830924,836050,841919,846135,851587,854358,858841,860842,864312,866134,864898,864620,865317,867392,867043,864335,864431,864894,866820,867330,866435,868003,871429,874811,876087,873128,873170,873670,875501,878444,882267,883746,883426,883351,883331,881988,875049,868674,864274,865546,868878,870916,869077,868372,868047,867520,866036,864682,867487,870988,871487,867540,860348,853190,847746
11204,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,213375,212827,212777,212603,212803,212576,212342,211595,211226,210667,210523,210411,210405,211011,211620,212469,213150,214484,215972,218098,220022,222281,224231,225957,228110,229920,231365,231735,231872,232220,232821,234148,235607,237282,238732,240441,241683,242951,244368,246714,249341,252316,255131,257636,259311,261051,262909,265939,268592,271399,274078,277497,281213,284390,287770,289773,292741,295602,299495,301700,303426,305057,307282,309190,310860,312886,315101,319310,323073,326573,328440,331722,336592,342161,346141,349071,350134,351589,353227,357380,360520,363453,364759,367049,368821,371572,375822,381621,388510,395022,398373,396551,394111,393862,399014,402513,407868,410263,414086,414943,419550,422838,430081,435812,447233,455573,464389,471901,476751,483943,492283,503188,510095,514508,520184,528413,537650,547427,553426,557962,561776,565189,561401,561183,561015,569533,573758,579254,576220,573613,568005,567431,566253,565396,568050,567463,568237,563811,561649,560021,557868,556869,557369,557248,559439,561081,564454,564737,564154,563466,560987,557923,556784,555653,554291,551920,547284,540816,534639,530700,527468,523338,518864,516168,514345,513267,513919,515434,519286,525494,525863,526049,525977,531935,539773,543353,544608,542750,541235,538539,535366,531647,534341,536128,536936,532572,529162,528398,530556,533879,535849,536604,536309,535965,535474,537243,539780,542224,544279,546044,546668,548053,550999,556298,562102,567189,570065,571000,572928,576048,578418,581358,587372,594099,599765,604836,610224,618187,624950,632178,637266,643609,649110,654405,656069,658334,659875,662385,665881,668049,671452,675770,682416,688561,694698,701515,710443,718986,727394,733845,738471,742403,747528,752682,757011,760485,764443,768853,771221,772142,775360,780265,787669,793591,800872,808144,815479,820882,827146,832397,840281,847117,851400,854015,854280,857855,857924,859437,861127,866576,870179,872595,872844,874308,878269,883321,887486,889237,890556,889483,888538,884303,881779,876740,871416,868945,864932,864141,861751,859907,859275,859794,861365,863077,864134,867680,871982,873815,876149,875940,877861,880089,882385
11213,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,148916,149077,148866,148948,149858,151666,153672,155266,156687,158216,158745,158279,157878,158010,159705,160615,161015,159951,158480,157787,157647,157954,158848,160859,163052,165497,167298,170467,172189,173513,174804,175780,176753,176887,179028,181818,184045,185054,184786,183914,183707,185541,188441,191576,193785,195918,196695,196855,197274,198306,200068,202683,205017,207097,209195,212092,214611,217207,220214,225157,228840,232319,235496,238956,242713,244852,245905,245725,246670,248610,250067,248664,248766,249561,252128,253463,254255,255592,256436,259049,260910,263378,264847,267203,268386,269936,272085,276299,281163,285602,289323,291020,292497,292825,295644,300398,309185,318421,325118,326914,328979,330824,335420,339202,347481,354160,362079,367171,368923,369505,372445,379976,387019,394598,404344,413730,421559,430247,436768,443263,448820,456430,458878,464832,471612,482246,487392,495748,501174,507938,512142,517028,521755,523272,530403,532361,535498,534880,537790,540406,539963,541314,543722,546939,550341,553715,558724,560595,559213,555094,548741,543001,537590,530950,523546,517929,511784,504562,494440,486085,478320,472365,466728,461244,457859,453237,451251,448016,447485,449288,447180,446317,445754,448575,451749,453213,454678,455560,453706,451430,447862,444739,446494,447480,448644,445067,441520,438921,437773,438382,439966,441147,443997,445150,446945,448709,451727,456572,461753,466200,468122,471687,478987,489430,497080,502803,504042,504113,504194,505196,508166,512589,521778,527902,529270,527256,525501,530928,539684,552658,562095,572136,580798,589070,593040,600307,611053,622564,636251,647829,658861,669247,683601,699980,712690,724151,734423,742184,747473,756174,763269,766721,769545,770264,771121,768692,771598,776207,784182,790112,795089,794367,796107,796455,800225,802507,805892,807393,809695,809721,811777,815344,821053,827455,832383,838808,838991,839959,837448,843038,844403,853259,850375,849450,845939,846470,843126,839351,840590,843795,849460,846835,845069,836554,839756,840083,837250,832599,833937,840419,842942,843401,841821,842896,844582,847683,846245,845085,846414,846647,843787,836363,830141
11219,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,221526,220750,220586,219502,219218,218290,218166,217180,217207,217121,217296,217698,218584,220525,221527,223533,224834,227998,229837,232560,233780,234862,236222,236960,238374,238498,239500,239478,239280,237758,237120,238030,240149,242648,244746,247553,248876,250088,251297,252900,255221,258630,262455,265277,266387,269350,271678,274697,276456,279500,283320,287759,291867,294048,296113,297365,301020,303023,305305,306072,308131,310367,313339,316268,318727,320891,322574,326264,328305,329938,331607,333957,337481,339818,337184,333308,328097,328098,329332,332693,335308,337342,337344,338229,339270,342532,348708,355422,362617,366750,367892,363298,358638,355897,358713,362335,365290,363747,361696,359814,362243,363906,367242,371081,378895,386075,393208,395937,398304,402889,413180,423182,430070,434322,441455,450985,460335,468319,471004,475689,478513,484089,479596,480304,478773,484817,485979,486444,482776,480517,478455,478495,479549,478862,481399,480157,482103,480911,480967,481457,481140,481792,484237,485288,486979,486893,489592,490857,491094,489165,486355,483909,483635,482629,480194,477182,474000,471341,470279,468506,466734,465035,463984,464085,461605,460078,459590,462488,466148,471771,467839,464194,460755,463259,468480,469989,471783,469680,469065,465947,464193,460787,467197,472581,476390,472764,469029,468016,470905,475565,477649,477765,476022,476731,476774,479709,483115,489182,494033,497994,497767,498417,501651,508993,515060,517649,515859,512961,513044,514627,514939,514963,519534,526877,534250,538617,543748,550259,555546,561511,563532,566184,568053,573454,575802,576910,574270,574488,577208,582965,590945,598043,606182,612470,619411,624491,631916,638080,644436,648414,650319,649267,649974,651053,654096,658301,666615,673814,677061,675626,680349,684830,691645,696697,704674,715598,725730,733285,736127,737301,741153,750521,756269,763131,766481,772127,773206,771185,768622,767777,768291,773818,778682,784138,786339,789654,791766,795079,794128,792268,790389,789788,788197,779682,770728,765126,759352,753696,746457,740694,738980,738756,739820,739102,739422,742923,746930,747716,751127,754311,760380,765210,770280
10032,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356760,353487,351761,349095,346718,342814,338572,336600,337052,338117,338188,338981,340852,345325,348238,350686,351944,357122,362708,368075,371290,375188,378839,380803,380102,379518,380772,378487,379892,378895,379643,374678,367106,357705,352474,350732,351668,348269,344509,344197,341656,340292,337999,340337,346463,353710,358733,359637,359890,359378,358401,356286,357841,359933,362461,362568,359636,353773,348351,345194,341572,341381,342943,347548,348184,347167,344648,346117,345345,346950,345747,352745,363299,374059,378859,377953,378778,380572,385792,389021,397613,406705,416966,415190,408117,399389,396801,398380,400996,404742,404899,405045,404927,407841,412556,418458,425216,431599,436195,438638,439201,442942,450518,460796,466445,469457,472045,477378,482436,486435,490071,493907,498499,501691,503978,505352,508716,511924,514948,518820,523410,527620,533910,541104,549076,547979,541464,532554,524499,521473,517620,517935,513596,509180,500160,492635,487766,491839,501717,509298,519704,520931,522851,516128,521401,534926,554301,572338,586572,594090,600772,603575,605129,597791,595531,589636,589841,584496,585896,583878,581869,581293,580088,583714,586722,600168,609954,626991,634663,643193,645621
11368,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,98574,98470,98626,98738,98884,98892,98834,98785,98934,99140,99491,99610,99872,100267,100520,100834,101093,101475,101948,102563,103030,103356,103536,104020,104519,105002,105473,105842,106188,106701,107365,107866,108247,108907,109626,110614,111332,111912,112312,113019,114218,115577,116834,118170,119543,120711,121824,122738,123827,125522,127412,129072,130273,131625,133274,134907,136744,139150,141337,143044,144502,146044,148039,150128,152279,154067,155849,157593,159051,159884,161599,164205,167055,169085,170502,171872,173106,174823,176888,179250,180980,182335,182842,183519,184243,185578,186857,188018,188984,189116,187890,186585,186656,188101,190067,191174,192279,192934,193809,194869,196464,199675,203197,206569,209310,212170,215745,218769,222058,225364,228867,233359,237766,241333,246060,250279,255228,259394,264079,269441,273737,277738,280739,282877,284806,287256,288824,291349,292738,291803,288450,286158,286676,288674,292779,294385,295843,293589,292600,291404,291617,293693,295192,296340,295783,294368,290382,287430,284820,284268,283377,281694,278048,274793,271786,268583,263496,258955,256008,254717,252803,250699,247903,245462,243681,241447,241083,240854,241650,241132,240501,239993,240140,240770,240866,241206,242378,244223,244321,243346,243331,244481,245886,245821,245937,245479,245644,245820,245127,243998,242261,241912,240766,240348,238164,236539,234482,234641,235546,236341,237377,238187,240606,242739,244583,244420,245109,246891,249615,250940,251511,252395,253303,254775,256134,257519,259964,263814,268576,272072,274660,276045,278018,279778,282506,285341,288439,291176,293327,295390,297895,300039,302231,305144,307655,310068,311808,313366,314756,316557,318696,321540,322719,325534,328074,332425,336681,341547,345876,349921,353568,356662,360423,361863,365082,367436,370588,372250,373048,374298,375325,377356,378741,380590,380732,382290,383259,384755,386594,388492,391812,393136,396376,397185,398712,397217,396995,398049,399127,399368,398538,398386,398092,397804,395829,395052,395466,399237,403030,405940,406537,407420,407487,408372,408520,409175,409926,410394,409389,406834,403646,399983,397716
11203,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,187527,186775,186303,185649,185421,185358,185433,185080,184752,184411,184495,184866,185236,186491,187773,189055,189730,190215,190699,191683,192914,194136,195092,196024,197243,197686,197943,197433,197329,197714,198025,198963,199541,200595,201469,202089,202608,203025,203793,205095,206778,208170,209844,211326,213462,215313,216914,218058,218760,220036,221682,223556,225156,226771,229076,230351,231066,231391,232533,234514,236926,239572,241943,244438,246277,248660,250010,252443,254956,258383,261519,264355,267146,269156,270166,270684,270958,272431,273865,276790,278321,279887,280509,281867,282977,285023,288995,294267,300266,302826,304040,303336,304055,304295,306064,307287,311015,314011,317347,317616,319543,321496,326212,328945,335025,340574,347805,353879,357285,360911,364188,369213,371902,374761,379528,386361,393905,401078,405812,410393,413098,417044,415600,419217,423323,434448,440464,446369,446773,448904,449317,451240,455029,457332,463608,464526,467879,465176,465678,466272,465309,464151,463183,463467,463622,463604,464582,464337,461579,458959,454019,449563,445550,441356,437713,432640,426625,418786,412971,408342,403627,397261,391272,386844,384562,382586,381228,379810,380711,384261,382278,380131,378264,381488,385681,386804,386067,383641,381062,379000,376171,373305,374375,375518,376217,373263,369170,366414,364330,364508,365151,365260,364053,361249,359205,357845,357030,356748,357671,359001,360130,360084,360323,361108,363427,366554,367755,368181,368888,369629,371024,371731,374853,377502,379206,380915,382863,385873,388221,390831,393026,396027,397524,399767,400168,401914,403313,404223,403448,402130,402492,404148,406883,409045,412577,415595,420364,423705,427882,432066,437916,443926,448957,453548,457015,460434,462152,465035,465335,466548,467734,470525,473850,475588,478730,480146,483107,486552,491671,496122,502165,509028,515637,520883,523821,527905,530356,533746,535678,538460,540462,542428,541874,541628,541432,542231,544400,548423,553178,558476,562701,566153,567654,568997,573135,577810,582879,587591,590600,590708,592122,594650,599655,602364,606571,610831,613626,615319,616472,617458,619342,622099,623432
